unique_id,year,term,difficulty,topic,small_step,video_id,video_title,channel,duration_formatted,semantic_scores,instruction_quality_scores,combined_scores
Year 9_Spring__Straight line graphs_Interpret gradients and intercepts of real-life graphs,Year 9,Spring,,Straight line graphs,Interpret gradients and intercepts of real-life graphs,phEHRWKAJ2Y|vRY4ofFiWeo|QorjCqL9-ic,Linear Equations and Graphs: Part 1 - Writing Linear Equations When Given the Slope and y-Intercept|How to Graph Lines in Slope-Intercept Form (y=mx+b) | Math with Mr. J|Graph a Line in Slope-Intercept Form | Math with Mr. J,Miacademy_&_MiaPrep_Learning_Channel|Math_with_Mr._J|Math_with_Mr._J,00:10:08|00:08:28|00:03:09,0.7639|0.7555|0.7580,85.0|70.0|65.0,0.7984|0.7333|0.7148
Year 9_Spring__Straight line graphs_Graph inequalities E,Year 9,Spring,,Straight line graphs,Graph inequalities E,RyesLifeUBw|EfRM8PRIOMg|8Poe9LwGO1Q,Algebra Basics: Inequalities In Algebra - Math Antics|Linear Inequalities - Solve and Graph Inequality Statements|Writing Inequalities from Graphs for Teens!,mathantics|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:14:11|00:10:23|00:05:27,0.8825|0.8804|0.8727,85.0|85.0|75.0,0.8695|0.8682|0.8236
Year 9_Spring__Ratio and proportion_Direct proportion,Year 9,Spring,,Ratio and proportion,Direct proportion,xJIacZwg0LU|nZvxBtBDzFE|wr30TlEoyeU,#learnmath -  Direct Proportion|Art of Problem Solving: Direct Proportion|Learn how to solve proportion problems like a pro in 7 minutes: SAT Direct Proportion help,Maths_Mastered|Art_of_Problem_Solving|20circles,00:08:05|00:04:26|00:07:04,0.7591|0.7830|0.7849,75.0|70.0|55.0,0.7554|0.7498|0.6909
Year 9_Spring__Ratio and proportion_Direct proportion and conversion graphs,Year 9,Spring,,Ratio and proportion,Direct proportion and conversion graphs,AfBYtwInKVE|XdY9HwxRrpw|HF_L3UQceJM,"Multiple Representations of Proportional Relationships - Tables, Graphs, and Equations|Proportional Relationships and Slope - How To Find the Slope of Proportional Relationships|Identifying Proportional Graphs with Unit Rates | 8.EE.B.5 💗💙",Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|The_Magic_of_Math,00:11:15|00:09:48|00:00:00,0.8102|0.8026|0.7722,85.0|85.0|75.0,0.8261|0.8215|0.7633
Year 9_Spring__Ratio and proportion_Inverse proportion,Year 9,Spring,,Ratio and proportion,Inverse proportion,9kR3kYF1yU4|uZ6l-loSdRs|rtLKCv5buLw,INVERSE PROPORTION challenge! (6 Workers vs 10 Workers)|Inverse Proportion - Corbettmaths|Direct & Inverse Proportion Explained (with example Qs) - IGCSE and GCSE Maths,Maths_Depot|corbettmaths|Save_My_Exams,00:08:10|00:05:43|00:05:15,0.8576|0.8028|0.8368,65.0|65.0|55.0,0.7746|0.7417|0.7221
Year 9_Spring__Ratio and proportion_Inverse proportion graphs E,Year 9,Spring,,Ratio and proportion,Inverse proportion graphs E,XdY9HwxRrpw|AfBYtwInKVE|uZ6l-loSdRs,"Proportional Relationships and Slope - How To Find the Slope of Proportional Relationships|Multiple Representations of Proportional Relationships - Tables, Graphs, and Equations|Inverse Proportion - Corbettmaths",Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|corbettmaths,00:09:48|00:11:15|00:05:43,0.7976|0.7633|0.8042,85.0|75.0|65.0,0.8186|0.7580|0.7425
Year 9_Spring__Ratio and proportion_Ratio problems (whole or a part given),Year 9,Spring,,Ratio and proportion,Ratio problems (whole or a part given),3eJDRmHlfvs|uTrfmTLRv1Q|RtxHlDvKvEo,What Is Ratio? | KS2 Maths Concept for Kids|How Do I Solve Ratio Problems? | KS2 Maths Concept for Kids|Algebra word problems,Twinkl_Educational_Publishing|Twinkl_Educational_Publishing|Maths_4_Kids,00:14:12|00:06:14|00:05:03,0.7711|0.7548|0.8047,75.0|75.0|60.0,0.7627|0.7529|0.7228
Year 9_Spring__Ratio and proportion_Solve problems with ratio and algebra E,Year 9,Spring,,Ratio and proportion,Solve problems with ratio and algebra E,USmit5zUGas|s6vNggGjHXI|f2kvrjB8AXE,Math Antics - Proportions|Solving Proportions - Geometry Practice With Proportions|Equivalent Ratios Explained | Finding Equivalent Ratios | Math with Mr. J,mathantics|Miacademy_&_MiaPrep_Learning_Channel|Math_with_Mr._J,00:10:30|00:14:17|00:07:49,0.7444|0.7640|0.6998,85.0|75.0|70.0,0.7867|0.7584|0.6999
Year 9_Spring__Constructions and congruence_Draw and measure angles,Year 9,Spring,,Constructions and congruence,Draw and measure angles,IR8A9eIUyDU|jh7Itc8Wn4A|0C3VM_gljnU,"Angles - Acute, Obtuse, Right, Measuring With a Protractor|Learn Angles Fast: Types & Protractor Tips|Copying and Bisecting Angles - Geometry Construction Skills",Miacademy_&_MiaPrep_Learning_Channel|Maths_with_Mrs_B|Miacademy_&_MiaPrep_Learning_Channel,00:09:57|00:04:48|00:04:31,0.7877|0.7769|0.8471,85.0|85.0|70.0,0.8126|0.8061|0.7882
Year 9_Spring__Constructions and congruence_Accurately draw triangles using ASA and SAS,Year 9,Spring,,Constructions and congruence,Accurately draw triangles using ASA and SAS,p2hjBI9fNas|efF9teTTMzE|n2wuRiymWMo,"Congruence of triangle SSS SAS ASA AAS RHS Rule – Triangle Congruence Made Easy #mathematics|Triangle Proofs: Part 2 - More Practice With Triangle Proofs|Triangles: The Congruency Theorems (Part 1) SSS, SAS, ASA",Marvel_Mathematics|Miacademy_&_MiaPrep_Learning_Channel|FerranteMath,00:08:47|00:08:10|00:05:54,0.8469|0.8770|0.7993,55.0|45.0|45.0,0.7281|0.7062|0.6596
Year 9_Spring__Constructions and congruence_Accurately draw triangles using SSS,Year 9,Spring,,Constructions and congruence,Accurately draw triangles using SSS,UzNWf737nNk|aK8i7LKZd9o|mJ4Ms6SXEgg,"Construction of Triangles- SAS, ASA and RHS|GCSE Maths - Congruent Triangle Rules (2026/27 exams)|Proving Triangle Congruence and Similarity",APC_BOOKS|Cognito|Professor_Dave_Explains,00:04:32|00:05:59|00:05:08,0.8170|0.8192|0.8133,55.0|45.0|40.0,0.7102|0.6715|0.6480
Year 9_Spring__Constructions and congruence_Construct an angle bisector,Year 9,Spring,,Constructions and congruence,Construct an angle bisector,0C3VM_gljnU|5l8bltVe_IE|ulpa0TTVeLw,"Copying and Bisecting Angles - Geometry Construction Skills|How to Construct 30, 45, 60, 90, and 120 degrees|Constructions Made Easy | Perpendicular & Angle Bisector (IGCSE & GCSE Maths)",Miacademy_&_MiaPrep_Learning_Channel|Kaiem_Joseph|Full_Marks_Maths_Academy,00:04:31|00:05:02|00:04:48,0.9194|0.8811|0.8511,70.0|65.0|60.0,0.8317|0.7887|0.7506
Year 9_Spring__Constructions and congruence_Construct a perpendicular bisector,Year 9,Spring,,Constructions and congruence,Construct a perpendicular bisector,4FqUbCsLJC8|1PZ4pp_d1-o|fkuNvQMPOh8,GCSE Maths Constructions: Perpendicular Bisector|construction 4: perpendicular bisector|Constructing a Perpendicular Bisector of a Line Segment 128-2.20,Maths_and_Gravy|LawrenceAcademy_Math|HCCMathHelp,00:04:12|00:04:37|00:05:07,0.8910|0.8851|0.8951,75.0|70.0|60.0,0.8346|0.8110|0.7771
Year 9_Spring__Constructions and congruence_Construct a perpendicular from or to a point,Year 9,Spring,,Constructions and congruence,Construct a perpendicular from or to a point,9YVEvpAXatY|TBsDkT14L3M|4FqUbCsLJC8,"Constructing Parallel and Perpendicular Lines - Geometry for High School|IGCSE Geometry Constructions | 6-8-10 Triangle, Equilateral Triangle & Perpendicular Line|GCSE Maths Constructions: Perpendicular Bisector",Miacademy_&_MiaPrep_Learning_Channel|Full_Marks_Maths_Academy|Maths_and_Gravy,00:08:08|00:09:38|00:04:12,0.8262|0.8937|0.8156,75.0|60.0|70.0,0.7957|0.7762|0.7694
Year 9_Spring__Constructions and congruence_Accurately draw more complex polygons,Year 9,Spring,,Constructions and congruence,Accurately draw more complex polygons,gpbcYlqKUY4|b5ENXD-hSVE|0C3VM_gljnU,Is That the Same Shape? - Congruent Figures|Fundamentals of Polygons - Classifying and Naming Shapes|Copying and Bisecting Angles - Geometry Construction Skills,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:09:55|00:08:45|00:04:31,0.7834|0.7825|0.8430,75.0|75.0|65.0,0.7701|0.7695|0.7658
Year 9_Spring__Constructions and congruence_Identify congruent shapes,Year 9,Spring,,Constructions and congruence,Identify congruent shapes,gpbcYlqKUY4|Za7dv9UK0Hw|qQMaccG-xEg,Is That the Same Shape? - Congruent Figures|Mastering Translations: Edexcel GCSE Maths Revision|What are Congruent and Similar Figures?,Miacademy_&_MiaPrep_Learning_Channel|Math_Revision_LM|Miacademy_&_MiaPrep_Learning_Channel,00:09:55|00:06:19|00:12:46,0.8741|0.8210|0.8464,85.0|85.0|75.0,0.8645|0.8326|0.8079
Year 9_Spring__Constructions and congruence_Congruent triangles,Year 9,Spring,,Constructions and congruence,Congruent triangles,p2hjBI9fNas|efF9teTTMzE|VOtxC0pWeUE,Congruence of triangle SSS SAS ASA AAS RHS Rule – Triangle Congruence Made Easy #mathematics|Triangle Proofs: Part 2 - More Practice With Triangle Proofs|Congruent Triangles and Congruence properties - Grade 7 - Geometry - Amazing Maths,Marvel_Mathematics|Miacademy_&_MiaPrep_Learning_Channel|Amazing_Maths,00:08:47|00:08:10|00:07:54,0.9423|0.9050|0.8371,75.0|70.0|65.0,0.8654|0.8230|0.7622
Year 9_Spring__Algebraic manipulation_Expand single brackets and simplify,Year 9,Spring,,Algebraic manipulation,Expand single brackets and simplify,QXE8W-AD8pw|oZsXSZy0Hrc|H1syWtXvu6c,Expanding & Simplifying Single Brackets - Tutorial / Revision|Learn to Expand Single Brackets Fast!|Expanding Three Brackets Explained Clearly,Me_vs_Maths|Maths_with_Mrs_B|Maths_with_Mrs_B,00:05:11|00:05:01|00:09:11,0.7946|0.8142|0.7773,70.0|65.0|60.0,0.7568|0.7485|0.7064
Year 9_Spring__Algebraic manipulation_Factorise into a single bracket,Year 9,Spring,,Algebraic manipulation,Factorise into a single bracket,vpS8-gt4CPE|pyxW-PfxfOc|ung9yRm0nOM,Factorising quadratics | Higher - GCSE Maths|GCSE Maths - Quadratics - Factorise and Solve|GCSE Factorising into Brackets: Difference of Two Squares - Adam Maths Tutor,JED_Maths|Murray_Maths|Adam_Maths_Tutor,00:05:37|00:09:53|00:05:54,0.8190|0.7719|0.7574,65.0|65.0|65.0,0.7514|0.7231|0.7145
Year 9_Spring__Algebraic manipulation_Expand double brackets,Year 9,Spring,,Algebraic manipulation,Expand double brackets,Dvo1Q-yBBhk|xULCXh7DxZs|QXE8W-AD8pw,GCSE Maths - How to Expand Double Brackets (2026/27 exams)|Factorising Quadratics - Part 1 | GCSE Maths|Expanding & Simplifying Single Brackets - Tutorial / Revision,Cognito|Brainstorm_-_Maths_and_Science|Me_vs_Maths,00:04:40|00:04:12|00:05:11,0.7800|0.7862|0.7614,75.0|65.0|60.0,0.7680|0.7317|0.6968
Year 9_Spring__Algebraic manipulation_Expand more complex double brackets,Year 9,Spring,,Algebraic manipulation,Expand more complex double brackets,xULCXh7DxZs|QXE8W-AD8pw|H1syWtXvu6c,Factorising Quadratics - Part 1 | GCSE Maths|Expanding & Simplifying Single Brackets - Tutorial / Revision|Expanding Three Brackets Explained Clearly,Brainstorm_-_Maths_and_Science|Me_vs_Maths|Maths_with_Mrs_B,00:04:12|00:05:11|00:09:11,0.8320|0.7881|0.7877,65.0|65.0|60.0,0.7592|0.7329|0.7126
Year 9_Spring__Algebraic manipulation_Use identities,Year 9,Spring,,Algebraic manipulation,Use identities,T-JBQK96aLs|_nUXaLhf_qo|mJkjVjkCDpk,Polynomial Identities - Identify Equivalent Polynomials by Factoring and Expanding|Unit Introduction: Trigonometric Identities and Equations - How To Verify and Evaluate Them|Advanced Identities: Part 1 - How To Use Power-Reducing Identities,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:07:03|00:10:16|00:07:16,0.7468|0.7717|0.7455,75.0|50.0|45.0,0.7481|0.6630|0.6273
Year 9_Spring__Algebraic manipulation_Factorise quadratic expressions,Year 9,Spring,,Algebraic manipulation,Factorise quadratic expressions,KbFwLvCOBUI|ung9yRm0nOM|vpS8-gt4CPE,Solving quadratics by factoring: leading coefficient Ã¢Â  Â  1 | High School Math | Khan Academy|GCSE Factorising into Brackets: Difference of Two Squares - Adam Maths Tutor|Factorising quadratics | Higher - GCSE Maths,Khan_Academy|Adam_Maths_Tutor|JED_Maths,00:04:34|00:05:54|00:05:37,0.7059|0.7312|0.7118,75.0|65.0|65.0,0.7235|0.6987|0.6871
Year 9_Spring__Algebraic manipulation_Solve quadratic equations E,Year 9,Spring,,Algebraic manipulation,Solve quadratic equations E,hd7AP5w_ydQ|Hzot__hlFhs|vjcLvmxpA3g,Completing the Square: Part 1 – Step-by-Step Quadratic Solutions|Completing the Square: Part 2 - Solve Any Quadratic Equation|How to solve quadratic equations by factorising. Easy guide for GCSE maths,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|SecondarySTEM,00:13:59|00:13:52|00:08:00,0.8035|0.7517|0.7507,85.0|75.0|75.0,0.8221|0.7510|0.7504
Year 9_Spring__Algebraic manipulation_Expand triple brackets E,Year 9,Spring,,Algebraic manipulation,Expand triple brackets E,CaUgHGV-JdI|H1syWtXvu6c|Dvo1Q-yBBhk,Expanding Triple Brackets - GCSE Higher Maths|Expanding Three Brackets Explained Clearly|GCSE Maths - How to Expand Double Brackets (2026/27 exams),1st_Class_Maths|Maths_with_Mrs_B|Cognito,00:05:10|00:09:11|00:04:40,0.7986|0.8054|0.7589,75.0|60.0|60.0,0.7792|0.7233|0.6953
"Year 9_Summer__Non-linear graphs_"""" Substitute into quadratic expressions",Year 9,Summer,,Non-linear graphs,""""" Substitute into quadratic expressions",CrsoV06Zsek|AOxMJRtoR2A|EuwKjpUpkhs,Non-Linear Quadratic Systems - Exploring Quadratic Intersections|Two-variable linear equations and their graphs | Algebra I | Khan Academy|Comparing growth of exponential & quadratic models | Algebra I | High School Math | Khan Academy,Miacademy_&_MiaPrep_Learning_Channel|Khan_Academy|Khan_Academy,00:08:46|00:08:20|00:07:00,0.4669|0.5587|0.4550,75.0|60.0|70.0,0.5802|0.5752|0.5530
"Year 9_Summer__Non-linear graphs_"""" Draw simple quadratic graphs",Year 9,Summer,,Non-linear graphs,""""" Draw simple quadratic graphs",EuwKjpUpkhs|ks77Rj76cqo|AOxMJRtoR2A,Comparing growth of exponential & quadratic models | Algebra I | High School Math | Khan Academy|Cubic Graphs | GCSE Maths|Two-variable linear equations and their graphs | Algebra I | Khan Academy,Khan_Academy|Brainstorm_-_Maths_and_Science|Khan_Academy,00:07:00|00:04:56|00:08:20,0.3793|0.3886|0.3882,75.0|65.0|55.0,0.5276|0.4931|0.4529
"Year 9_Summer__Non-linear graphs_"""" Draw more complex quadratic graphs",Year 9,Summer,,Non-linear graphs,""""" Draw more complex quadratic graphs",EuwKjpUpkhs|ks77Rj76cqo|AOxMJRtoR2A,Comparing growth of exponential & quadratic models | Algebra I | High School Math | Khan Academy|Cubic Graphs | GCSE Maths|Two-variable linear equations and their graphs | Algebra I | Khan Academy,Khan_Academy|Brainstorm_-_Maths_and_Science|Khan_Academy,00:07:00|00:04:56|00:08:20,0.4151|0.4461|0.4451,70.0|65.0|65.0,0.5291|0.5277|0.5271
"Year 9_Summer__Non-linear graphs_"""" Interpret quadratic graphs",Year 9,Summer,,Non-linear graphs,""""" Interpret quadratic graphs",EuwKjpUpkhs|MOgoYceiQcw|AOxMJRtoR2A,"Comparing growth of exponential & quadratic models | Algebra I | High School Math | Khan Academy|Describing functions, part 1 (8th grade math)|Two-variable linear equations and their graphs | Algebra I | Khan Academy",Khan_Academy|Maths_4_Kids|Khan_Academy,00:07:00|00:03:45|00:08:20,0.4881|0.4811|0.5058,75.0|55.0|45.0,0.5929|0.5087|0.4835
"Year 9_Summer__Non-linear graphs_"""" Interpret reciprocal​ and exponential graphs​",Year 9,Summer,,Non-linear graphs,""""" Interpret reciprocal​ and exponential graphs​",iFoQp4fQZ7E|1xmdZ2Wqznc|AOxMJRtoR2A,Linear Relationships - Differentiating Between Proportional and Non-Proportional Relationships|GCSE Maths - What are Reciprocal Graphs? (2026/27 exams)|Two-variable linear equations and their graphs | Algebra I | Khan Academy,Miacademy_&_MiaPrep_Learning_Channel|Cognito|Khan_Academy,00:10:59|00:04:43|00:08:20,0.5032|0.5208|0.5039,85.0|75.0|60.0,0.6419|0.6125|0.5424
"Year 9_Summer__Non-linear graphs_"""" Draw cubic graphs (E)",Year 9,Summer,,Non-linear graphs,""""" Draw cubic graphs (E)",ks77Rj76cqo|wCA1VskgTag|SVQ2lq-VRkM,Cubic Graphs | GCSE Maths|GCSE Maths - What are Cubic Graphs & How to Plot Them (2026/27 exams)|Drawing Cubic Graphs,Brainstorm_-_Maths_and_Science|Cognito|Maths_Genie,00:04:56|00:04:50|00:06:03,0.4847|0.4308|0.4632,70.0|70.0|45.0,0.5708|0.5385|0.4579
"Year 9_Summer__Non-linear graphs_"""" Interpret cubic graphs (E)",Year 9,Summer,,Non-linear graphs,""""" Interpret cubic graphs (E)",wCA1VskgTag|ks77Rj76cqo|uOLCf8uqrWM,GCSE Maths - What are Cubic Graphs & How to Plot Them (2026/27 exams)|Cubic Graphs | GCSE Maths|Plot Cubic Curves | Graphs | Maths | FuseSchool,Cognito|Brainstorm_-_Maths_and_Science|FuseSchool_-_Global_Education,00:04:50|00:04:56|00:04:05,0.4843|0.5334|0.4611,75.0|65.0|75.0,0.5906|0.5801|0.5767
"Year 9_Summer__Non-linear graphs_"""" Interpret roots, intercepts and turning points (E)",Year 9,Summer,,Non-linear graphs,""""" Interpret roots, intercepts and turning points (E)",tGTQuhx2r4k|c4UQxl9COC4|DdNrOCToK7A,Master Turning Points of Cubic Functions: A Step-by-Step Guide|Fundamental Theorem of Algebra - How To Understand and Apply the Fundamental Theorem of Algebra|Graph of y = e ^ (x + 3) using Graph Transformations,Add_With_Ad|Miacademy_&_MiaPrep_Learning_Channel|PatrickJ,00:04:53|00:10:03|00:02:30,0.4510|0.4322|0.4344,75.0|75.0|45.0,0.5706|0.5593|0.4407
Year 9_Summer__Solve equations with squares and square roots_Identify the hypotenuse,Year 9,Summer,,Solve equations with squares and square roots,Identify the hypotenuse,S3IEeCyUWWA|QLdSSTq9rcg|Hzot__hlFhs,Algebra Basics: Exponents In Algebra - Math Antics|Learn How to Use Square Roots to Solve Equations|Completing the Square: Part 2 - Solve Any Quadratic Equation,mathantics|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:12:14|00:08:17|00:13:52,0.8734|0.8931|0.8610,85.0|75.0|75.0,0.8640|0.8358|0.8166
Year 9_Summer__Solve equations with squares and square roots_Determine whether a triangle is right-angled,Year 9,Summer,,Solve equations with squares and square roots,Determine whether a triangle is right-angled,sp6js1ItwBI|a6SS-Ig5AFY|WQDqTVI89B4,"Pythagorean Theorem - Understanding and Using the Pythagorean Theorem|Pythagorean Theorem Review - Apply the Theorem in High School Geometry|Introduction to the Sine, Cosine, and Tangent Ratios - Trig Functions Basics",Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:09:07|00:06:23|00:05:27,0.9133|0.8564|0.8572,85.0|85.0|70.0,0.8880|0.8539|0.7943
Year 9_Summer__Solve equations with squares and square roots_Pythagoras’ theorem (find the hypotenuse),Year 9,Summer,,Solve equations with squares and square roots,Pythagoras’ theorem (find the hypotenuse),sp6js1ItwBI|WqhlG3Vakw8|jS7XplJS8MY,Pythagorean Theorem - Understanding and Using the Pythagorean Theorem|Math Antics - The Pythagorean Theorem|Pythagorean Theorem - Prealgebra for Kids and Teens!,Miacademy_&_MiaPrep_Learning_Channel|mathantics|Miacademy_&_MiaPrep_Learning_Channel,00:09:07|00:12:55|00:08:42,0.9059|0.8934|0.8814,85.0|85.0|85.0,0.8835|0.8761|0.8688
Year 9_Summer__Solve equations with squares and square roots_Pythagoras’ theorem (find any side),Year 9,Summer,,Solve equations with squares and square roots,Pythagoras’ theorem (find any side),jS7XplJS8MY|3Ek2-y4iFns|iWLVTy_rGjs,Pythagorean Theorem - Prealgebra for Kids and Teens!|Pythagoras Theorem (how to use the equation)|Pythagoras - Corbettmaths,Miacademy_&_MiaPrep_Learning_Channel|StudyPass|corbettmaths,00:08:42|00:04:42|00:08:31,0.8762|0.8857|0.8814,85.0|75.0|75.0,0.8657|0.8314|0.8288
Year 9_Summer__Solve equations with squares and square roots_Use Pythagoras’ theorem on coordinate axes,Year 9,Summer,,Solve equations with squares and square roots,Use Pythagoras’ theorem on coordinate axes,jS7XplJS8MY|a6SS-Ig5AFY|WqhlG3Vakw8,Pythagorean Theorem - Prealgebra for Kids and Teens!|Pythagorean Theorem Review - Apply the Theorem in High School Geometry|Math Antics - The Pythagorean Theorem,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|mathantics,00:08:42|00:06:23|00:12:55,0.8191|0.8174|0.8029,85.0|85.0|85.0,0.8315|0.8304|0.8217
